Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP005759,Male,No,3+,Not Graduate,Yes,11061,8381,425,180,0,Rural,N
LP005768,Female,No,0,Not Graduate,No,7391,414,224,180,1,Semiurban,N
LP005772,Male,No,2,Not Graduate,No,7647,9199,427,240,1,Rural,Y
LP005791,Male,Yes,2,Graduate,Yes,10765,131,423,180,0,Semiurban,Y
LP005791,Male,No,1,Graduate,No,4640,6114,335,360,0,Urban,Y
LP005798,Male,No,1,Graduate,Yes,7483,8642,182,360,0,Semiurban,N
LP005802,Male,Yes,2,Not Graduate,No,7454,7761,400,240,1,Urban,N
LP005803,Male,Yes,2,Not Graduate,No,3749,6109,454,240,1,Semiurban,Y
LP005803,Male,No,3+,Graduate,No,10356,8751,497,240,0,Semiurban,N
LP005805,Male,Yes,3+,Not Graduate,Yes,3092,466,121,360,1,Semiurban,N
LP005809,Female,No,0,Graduate,Yes,4945,3121,483,360,0,Rural,Y
LP005810,Male,Yes,0,Not Graduate,No,10576,7021,386,360,1,Rural,N
LP005817,Male,No,0,Not Graduate,No,6007,5944,320,360,0,Rural,N
LP005826,Male,Yes,0,Graduate,Yes,5764,7643,158,240,0,Urban,N
LP005832,Male,Yes,2,Graduate,Yes,7876,345,301,360,0,Rural,N
LP005875,Male,Yes,2,Not Graduate,Yes,2437,7067,428,360,1,Semiurban,N
LP005879,Male,Yes,3+,Not Graduate,No,14014,5693,123,360,1,Rural,N
LP005889,Female,No,0,Graduate,Yes,18590,5564,412,240,1,Urban,N
LP005894,Female,Yes,3+,Not Graduate,Yes,8784,3922,401,180,0,Semiurban,Y
LP005894,Female,Yes,1,Not Graduate,Yes,8050,6239,297,360,1,Urban,N
LP005897,Male,No,3+,Graduate,No,19264,8615,22,180,1,Urban,N
LP005932,Female,Yes,1,Graduate,No,9091,9247,356,360,0,Semiurban,Y
LP005936,Male,No,0,Not Graduate,No,9183,8488,110,240,1,Rural,Y
LP005943,Male,Yes,0,Not Graduate,No,7069,5319,339,360,0,Urban,N
LP005961,Male,Yes,1,Not Graduate,No,19494,6985,250,180,1,Semiurban,Y
LP005965,Female,No,2,Graduate,No,12824,131,330,360,0,Rural,Y
LP005969,Male,Yes,0,Not Graduate,Yes,4579,4424,319,180,1,Semiurban,N
LP005976,Female,Yes,0,Not Graduate,Yes,11108,219,422,360,1,Semiurban,Y
LP005980,Female,Yes,1,Graduate,Yes,19426,4052,439,240,1,Rural,N
LP006001,Male,Yes,3+,Graduate,Yes,6630,1664,66,180,1,Urban,N
LP006005,Male,No,1,Not Graduate,Yes,14663,3707,54,180,1,Rural,N
LP006011,Male,Yes,3+,Not Graduate,No,6398,4012,472,360,0,Semiurban,Y
LP006014,Male,No,0,Not Graduate,Yes,4573,5451,27,180,0,Semiurban,Y
LP006019,Male,No,3+,Not Graduate,No,17443,2320,326,360,1,Semiurban,Y
LP006019,Male,Yes,1,Not Graduate,Yes,3601,3397,95,240,1,Rural,N
LP006028,Female,No,2,Not Graduate,No,6575,8894,179,240,1,Rural,N
LP006033,Female,No,2,Not Graduate,No,16772,4532,247,180,0,Urban,Y
LP006038,Female,No,2,Not Graduate,No,13130,2034,176,360,0,Rural,N
LP006038,Male,Yes,1,Graduate,No,16794,9806,255,180,1,Semiurban,N
LP006041,Female,Yes,3+,Not Graduate,No,9380,2049,184,240,0,Rural,N
LP006048,Male,Yes,1,Not Graduate,No,3273,2547,161,360,0,Urban,N
LP006049,Female,Yes,3+,Graduate,Yes,19964,8692,94,180,1,Urban,N
LP006050,Female,No,2,Graduate,No,10865,9810,101,360,0,Rural,Y
LP006051,Female,No,0,Graduate,No,14121,3279,361,180,0,Rural,Y
LP006054,Female,Yes,2,Not Graduate,No,4385,5528,342,360,1,Urban,N
LP006069,Male,Yes,2,Not Graduate,No,13605,9690,368,240,1,Rural,N
LP006088,Female,Yes,1,Graduate,Yes,16631,423,86,180,1,Rural,N
LP006091,Female,No,1,Graduate,No,10842,381,204,360,1,Urban,N
LP006100,Female,Yes,3+,Not Graduate,Yes,15094,8401,144,360,1,Semiurban,Y
LP006104,Female,Yes,1,Not Graduate,No,4647,4851,316,240,0,Semiurban,Y
LP006109,Male,No,1,Graduate,No,8585,590,372,360,0,Rural,N
LP006110,Female,Yes,3+,Graduate,Yes,2185,3462,32,180,1,Rural,N
LP006121,Female,No,1,Graduate,Yes,9663,1627,196,180,0,Rural,N
LP006123,Male,Yes,1,Not Graduate,Yes,7760,6881,114,180,0,Semiurban,N
LP006124,Female,Yes,3+,Graduate,No,13988,257,460,240,0,Rural,N
LP006133,Female,No,0,Graduate,Yes,16613,1852,192,180,1,Semiurban,Y
LP006135,Male,No,3+,Not Graduate,No,6918,5512,420,180,1,Semiurban,Y
LP006146,Male,Yes,3+,Not Graduate,Yes,19017,7865,93,180,1,Semiurban,Y
LP006159,Male,Yes,0,Graduate,Yes,6602,4185,293,180,1,Rural,N
LP006178,Female,Yes,1,Not Graduate,Yes,13976,7003,469,360,1,Semiurban,N
LP006181,Female,Yes,3+,Not Graduate,No,17878,5774,289,240,1,Urban,N
LP006190,Male,No,1,Graduate,No,4278,4523,365,360,0,Semiurban,N
LP006194,Male,No,0,Graduate,Yes,6062,966,202,240,1,Semiurban,Y
LP006194,Male,No,1,Not Graduate,No,16065,1905,80,240,0,Semiurban,N
LP006201,Male,Yes,0,Not Graduate,Yes,14584,4789,375,240,1,Urban,Y
LP006202,Female,Yes,1,Not Graduate,No,6094,183,264,240,1,Rural,N
LP006221,Male,No,0,Graduate,Yes,5059,9010,40,180,0,Rural,Y
LP006223,Male,No,3+,Not Graduate,Yes,4397,8559,107,180,0,Rural,Y
LP006224,Male,No,1,Not Graduate,Yes,14398,4881,67,360,0,Urban,N
LP006227,Male,No,0,Not Graduate,Yes,6629,5470,234,240,1,Semiurban,Y
LP006233,Female,Yes,0,Not Graduate,No,10408,3252,287,240,0,Semiurban,N
LP006242,Female,No,1,Graduate,No,10006,4226,351,240,1,Semiurban,N
LP006249,Male,Yes,1,Not Graduate,No,11276,4138,131,240,0,Semiurban,Y
LP006255,Male,No,1,Not Graduate,Yes,5294,6328,276,360,1,Rural,Y
LP006258,Male,Yes,1,Not Graduate,Yes,10449,1177,344,240,0,Semiurban,N
LP006267,Female,Yes,2,Graduate,No,14613,1263,443,240,1,Semiurban,N
LP006270,Female,Yes,0,Not Graduate,No,2494,9135,462,240,0,Rural,N
LP006285,Male,No,2,Not Graduate,No,3269,2267,459,360,1,Semiurban,Y
LP006289,Male,No,0,Not Graduate,No,5361,7621,220,240,1,Semiurban,N
LP006297,Female,No,1,Graduate,No,8737,3037,210,240,0,Urban,N
LP006313,Female,Yes,0,Not Graduate,Yes,2674,4991,329,360,1,Urban,N
LP006319,Male,Yes,2,Graduate,Yes,18188,7081,100,360,0,Rural,Y
LP006342,Male,Yes,1,Graduate,No,2695,1677,203,180,0,Rural,N
LP006346,Female,Yes,0,Not Graduate,No,15417,7001,409,240,0,Urban,Y
LP006346,Female,Yes,0,Not Graduate,No,2404,7755,127,360,0,Rural,N
LP006352,Female,Yes,0,Not Graduate,Yes,3046,9490,346,240,1,Semiurban,Y
LP006370,Female,No,2,Not Graduate,No,6945,193,101,240,0,Urban,Y
LP006382,Female,No,1,Graduate,Yes,11335,4803,228,360,1,Rural,Y
LP006382,Female,Yes,3+,Not Graduate,No,2573,8856,225,360,0,Semiurban,Y
LP006385,Female,No,3+,Graduate,Yes,5109,7043,436,240,1,Semiurban,N
LP006387,Male,No,0,Graduate,No,2223,8970,65,360,1,Urban,Y
LP006388,Female,Yes,0,Not Graduate,No,15169,9700,394,360,0,Rural,N
LP006392,Male,No,1,Graduate,Yes,16885,8671,35,180,0,Rural,N
LP006400,Female,Yes,0,Graduate,No,18514,2752,134,240,1,Urban,N
LP006409,Female,No,1,Graduate,Yes,6445,153,21,360,1,Rural,N
LP006420,Male,Yes,2,Not Graduate,Yes,4182,2549,203,180,0,Rural,N
LP006427,Male,Yes,2,Not Graduate,Yes,17433,4045,484,240,0,Semiurban,Y
LP006432,Female,Yes,0,Not Graduate,Yes,17875,6652,180,180,0,Semiurban,Y
LP006444,Female,No,0,Graduate,No,14529,6502,440,180,1,Semiurban,N
LP006444,Male,Yes,1,Graduate,Yes,14100,6866,303,360,0,Urban,N
LP006488,Female,Yes,3+,Not Graduate,Yes,3940,5418,335,180,0,Semiurban,Y
LP006491,Male,Yes,1,Not Graduate,Yes,11353,9380,456,360,0,Urban,N
LP006495,Female,No,0,Not Graduate,Yes,13012,6503,168,180,0,Urban,Y
LP006497,Female,Yes,0,Graduate,No,3583,1457,480,240,0,Urban,Y
LP006497,Male,No,1,Graduate,Yes,5761,599,123,240,0,Urban,Y
LP006503,Male,Yes,0,Graduate,Yes,3253,8975,160,360,0,Urban,N
LP006505,Male,No,0,Not Graduate,No,4600,4013,469,180,0,Rural,Y
LP006521,Female,Yes,1,Graduate,No,16268,295,423,180,1,Semiurban,N
LP006528,Male,Yes,3+,Graduate,No,11460,4554,180,180,0,Urban,N
LP006530,Female,Yes,2,Graduate,No,16511,8084,76,180,1,Semiurban,Y
LP006533,Male,Yes,2,Graduate,No,18305,1593,27,240,1,Urban,Y
LP006537,Female,Yes,1,Not Graduate,No,5871,1975,38,360,1,Semiurban,N
LP006550,Female,Yes,3+,Not Graduate,No,19980,4036,484,360,0,Urban,N
LP006555,Male,No,3+,Graduate,Yes,18712,3591,181,360,0,Rural,Y
LP006583,Female,No,0,Graduate,No,7557,838,107,240,0,Rural,Y
LP006587,Female,No,3+,Not Graduate,No,13304,3828,440,240,1,Urban,Y
LP006606,Female,No,1,Not Graduate,Yes,15470,37,475,180,0,Urban,N
LP006609,Male,Yes,2,Not Graduate,No,18713,5150,391,360,1,Rural,Y
LP006612,Female,Yes,1,Not Graduate,Yes,16751,9634,265,180,0,Rural,N
LP006613,Female,No,1,Graduate,No,11236,940,28,240,0,Semiurban,N
LP006619,Male,No,0,Graduate,Yes,19994,5481,144,240,0,Semiurban,N
LP006624,Female,No,0,Graduate,No,12093,9099,147,360,1,Semiurban,Y
LP006636,Male,No,0,Graduate,Yes,15101,7457,497,240,1,Rural,N
LP006647,Female,No,2,Not Graduate,Yes,19111,6970,245,180,1,Urban,N
LP006656,Male,No,3+,Graduate,No,13891,2981,384,360,0,Rural,Y
LP006666,Male,No,2,Graduate,Yes,7785,9110,465,180,1,Rural,N
LP006666,Female,No,3+,Not Graduate,Yes,4611,5435,195,180,0,Semiurban,Y
LP006686,Female,Yes,3+,Not Graduate,No,8048,4302,452,360,1,Semiurban,Y
LP006706,Female,No,3+,Graduate,Yes,9270,4368,479,180,1,Urban,Y
LP006706,Female,No,0,Not Graduate,No,4763,7805,435,180,1,Rural,Y
LP006706,Female,Yes,3+,Graduate,Yes,17290,6387,477,180,1,Rural,N
LP006707,Male,No,3+,Not Graduate,No,9965,5919,36,360,1,Semiurban,N
LP006719,Male,No,3+,Graduate,No,9754,2466,142,360,1,Semiurban,N
LP006730,Female,Yes,1,Graduate,No,8576,7991,429,240,0,Semiurban,Y
LP006730,Female,Yes,2,Graduate,Yes,19920,307,356,240,1,Rural,N
LP006740,Female,No,3+,Graduate,No,9883,7956,303,360,0,Rural,Y
LP006749,Female,Yes,3+,Graduate,Yes,19293,8683,333,360,1,Urban,Y
LP006753,Male,Yes,0,Graduate,Yes,3126,4582,231,360,1,Urban,N
LP006767,Male,Yes,2,Graduate,Yes,16368,5651,217,360,1,Semiurban,Y
LP006768,Male,No,3+,Graduate,Yes,16311,2101,446,240,1,Rural,N
LP006772,Male,No,2,Not Graduate,Yes,8293,2828,398,180,1,Rural,N
LP006774,Male,Yes,0,Graduate,Yes,12817,6963,285,180,1,Urban,Y
LP006787,Male,Yes,1,Graduate,No,13891,405,102,240,0,Rural,Y
LP006788,Female,No,3+,Graduate,No,3079,1139,283,240,1,Semiurban,N
LP006803,Female,No,0,Not Graduate,No,12757,1907,197,240,0,Rural,Y
LP006804,Male,No,2,Graduate,No,19616,5536,254,180,0,Urban,N
LP006804,Female,No,2,Graduate,No,12504,7335,372,180,0,Urban,Y
LP006809,Male,No,0,Not Graduate,Yes,5301,5930,206,360,0,Semiurban,N
LP006810,Female,No,2,Not Graduate,Yes,10962,3855,315,360,1,Semiurban,Y
LP006828,Male,Yes,3+,Not Graduate,Yes,3501,5095,404,180,0,Rural,Y
LP006834,Female,No,1,Not Graduate,No,7181,4706,445,240,1,Semiurban,Y
LP006835,Male,Yes,2,Not Graduate,Yes,16608,2943,424,180,1,Urban,N
LP006858,Male,No,2,Graduate,No,4104,987,125,180,0,Urban,N
LP006870,Female,Yes,3+,Not Graduate,No,18015,8589,307,360,1,Urban,N
LP006884,Male,No,0,Graduate,No,2134,4301,207,360,1,Urban,Y
LP006887,Female,No,2,Graduate,Yes,15527,864,187,240,0,Urban,Y
LP006895,Male,Yes,2,Not Graduate,No,5388,513,121,180,0,Rural,N
LP006905,Female,Yes,1,Graduate,Yes,5143,351,63,360,0,Semiurban,N
LP006922,Female,Yes,0,Not Graduate,Yes,15020,1608,82,180,0,Semiurban,Y
LP006924,Male,Yes,3+,Not Graduate,Yes,3284,7691,116,360,0,Urban,Y
LP006937,Female,Yes,2,Not Graduate,No,1828,6238,36,180,0,Urban,N
LP006954,Male,Yes,2,Not Graduate,Yes,14971,8237,59,360,0,Urban,N
LP006960,Female,Yes,0,Graduate,No,11854,7735,459,240,1,Urban,Y
LP006961,Female,Yes,0,Graduate,Yes,10852,3027,203,360,0,Semiurban,Y
LP006969,Male,Yes,0,Not Graduate,Yes,3296,8713,256,240,0,Rural,N
LP006970,Male,No,1,Graduate,Yes,8085,3352,459,360,1,Semiurban,Y
LP006975,Female,Yes,3+,Graduate,No,17077,8076,163,180,0,Urban,Y
LP006976,Male,No,3+,Not Graduate,No,10849,7658,54,360,0,Rural,N
LP006992,Female,Yes,3+,Not Graduate,No,16817,4873,482,240,0,Semiurban,Y
LP007003,Female,No,1,Not Graduate,No,11668,6016,352,240,1,Semiurban,N
LP007008,Female,No,0,Graduate,No,7449,600,85,360,0,Urban,N
LP007015,Female,No,2,Graduate,Yes,16957,8801,211,240,1,Semiurban,Y
LP007023,Female,No,1,Not Graduate,No,4369,3830,427,240,1,Semiurban,N
LP007034,Male,Yes,1,Graduate,Yes,12573,2127,259,180,0,Semiurban,N
LP007038,Male,Yes,0,Not Graduate,Yes,5673,892,260,360,1,Urban,Y
LP007047,Male,No,2,Graduate,Yes,9421,6296,251,360,1,Rural,N
LP007051,Female,Yes,0,Not Graduate,Yes,19330,6604,488,180,1,Urban,Y
LP007057,Female,Yes,1,Graduate,No,11607,2154,272,360,0,Rural,N
LP007057,Male,No,0,Not Graduate,No,7491,2476,91,180,1,Rural,Y
LP007060,Female,No,2,Graduate,Yes,8171,4789,230,180,0,Urban,N
LP007070,Female,Yes,1,Not Graduate,No,12731,6780,395,240,0,Rural,N
LP007070,Male,Yes,0,Not Graduate,Yes,10006,765,380,180,0,Urban,N
LP007088,Male,No,1,Graduate,Yes,17212,7303,364,360,0,Rural,Y
LP007092,Female,No,3+,Graduate,No,5952,9141,411,360,1,Semiurban,Y
LP007092,Male,No,0,Not Graduate,Yes,6359,3027,308,240,0,Urban,N
LP007093,Male,Yes,2,Not Graduate,Yes,4658,7193,195,240,0,Rural,Y
LP007103,Female,Yes,3+,Not Graduate,Yes,4936,1394,54,360,1,Rural,N
LP007111,Male,Yes,0,Graduate,Yes,17131,2452,355,240,1,Semiurban,N
LP007113,Female,Yes,0,Graduate,Yes,13213,7653,176,180,0,Urban,Y
LP007119,Female,No,0,Not Graduate,No,14058,6730,246,180,0,Rural,Y
LP007127,Female,Yes,2,Not Graduate,No,19020,4738,85,180,1,Urban,N
LP007130,Male,No,1,Graduate,No,8005,8670,83,360,0,Rural,N
LP007138,Male,No,2,Not Graduate,No,9859,4322,324,180,0,Rural,Y
LP007144,Female,No,2,Graduate,No,12953,7366,193,360,1,Semiurban,N
LP007166,Female,Yes,1,Not Graduate,Yes,7690,5877,307,240,0,Rural,Y
LP007171,Male,No,3+,Not Graduate,Yes,4971,2649,416,240,1,Urban,Y
LP007199,Male,No,3+,Graduate,No,12395,3865,148,240,1,Rural,N
LP007231,Female,Yes,2,Not Graduate,Yes,3058,4594,499,240,0,Urban,N
LP007241,Female,Yes,2,Not Graduate,No,13993,7478,75,240,0,Rural,Y
LP007251,Female,No,0,Graduate,No,16738,7601,455,180,0,Rural,Y
LP007256,Female,Yes,0,Not Graduate,Yes,6133,3136,365,180,0,Urban,Y
LP007261,Male,No,3+,Graduate,Yes,12130,2367,335,180,1,Semiurban,Y
LP007273,Female,No,2,Not Graduate,Yes,19797,5887,48,240,0,Rural,Y
LP007276,Female,Yes,1,Graduate,No,3125,4465,103,240,1,Urban,N
LP007287,Female,Yes,1,Graduate,Yes,1500,6662,340,240,0,Rural,N
LP007308,Male,Yes,3+,Not Graduate,No,17202,58,141,240,0,Rural,Y
LP007326,Male,No,0,Not Graduate,No,11040,300,197,360,1,Rural,N
LP007327,Male,Yes,2,Graduate,Yes,7850,8621,308,180,1,Rural,Y
LP007329,Male,Yes,2,Not Graduate,Yes,18845,5591,438,180,0,Urban,N
LP007334,Female,No,1,Graduate,No,14676,5121,472,240,0,Rural,Y
LP007338,Female,No,0,Graduate,No,10142,6985,306,360,0,Urban,N
LP007338,Female,Yes,0,Not Graduate,Yes,13129,582,209,360,0,Rural,Y
LP007366,Female,Yes,1,Graduate,Yes,8326,2420,401,360,1,Urban,Y
LP007366,Female,No,2,Not Graduate,Yes,11262,3115,221,240,1,Urban,N
LP007394,Female,No,2,Graduate,Yes,1520,8347,394,240,0,Urban,Y
LP007396,Female,Yes,0,Graduate,Yes,3375,271,381,360,0,Urban,Y
LP007405,Female,Yes,0,Not Graduate,No,2006,3873,92,360,0,Semiurban,Y
LP007406,Female,Yes,2,Not Graduate,No,13714,4488,39,240,0,Urban,Y
LP007411,Female,Yes,3+,Graduate,No,10422,3041,277,360,0,Rural,Y
LP007413,Female,No,2,Graduate,Yes,3996,4971,294,180,1,Rural,N
LP007414,Female,Yes,3+,Graduate,No,14047,7877,283,360,0,Semiurban,Y
LP007419,Female,No,0,Not Graduate,No,3581,3396,341,240,0,Rural,Y
LP007435,Male,No,0,Graduate,No,17468,3804,459,240,0,Urban,Y
LP007439,Female,Yes,1,Not Graduate,Yes,10514,1290,33,360,0,Urban,N
LP007439,Female,No,3+,Graduate,No,10447,7841,367,180,0,Semiurban,N
LP007444,Male,No,3+,Not Graduate,Yes,4780,467,394,180,0,Rural,Y
LP007456,Female,Yes,1,Graduate,Yes,10374,5006,202,360,1,Urban,Y
LP007462,Female,Yes,2,Not Graduate,Yes,14450,7925,225,360,0,Semiurban,N
LP007464,Male,No,3+,Graduate,Yes,10248,5059,302,180,0,Urban,N
LP007465,Male,Yes,3+,Not Graduate,Yes,17948,5019,333,240,1,Semiurban,N
LP007466,Female,Yes,1,Graduate,No,14249,8935,178,180,0,Semiurban,Y
LP007470,Male,No,2,Graduate,No,15135,5020,295,360,1,Urban,N
LP007481,Male,Yes,2,Not Graduate,Yes,2290,9180,298,240,1,Urban,Y
LP007482,Female,Yes,0,Graduate,No,17906,1990,237,360,1,Semiurban,N
LP007487,Female,No,3+,Graduate,No,8089,5468,102,240,0,Semiurban,Y
LP007505,Female,No,1,Not Graduate,No,5096,986,170,180,0,Rural,N
LP007508,Female,Yes,0,Not Graduate,No,6846,857,342,180,0,Rural,N
LP007515,Male,Yes,1,Graduate,Yes,13983,525,362,240,0,Rural,N
LP007524,Male,No,0,Not Graduate,No,5871,8891,278,180,1,Rural,Y
LP007534,Female,Yes,0,Not Graduate,Yes,12485,898,232,360,0,Rural,N
LP007544,Female,No,1,Not Graduate,No,19190,6285,278,240,0,Urban,Y
LP007548,Female,Yes,0,Not Graduate,Yes,19310,9822,289,180,1,Rural,Y
LP007558,Female,No,0,Graduate,No,11517,6306,230,360,1,Semiurban,N
LP007569,Male,Yes,0,Not Graduate,Yes,16400,5091,375,360,1,Urban,Y
LP007570,Female,Yes,0,Graduate,Yes,10350,191,231,360,1,Rural,N
LP007570,Female,No,2,Graduate,Yes,9084,7128,268,240,1,Semiurban,Y
LP007572,Female,Yes,0,Not Graduate,Yes,12431,9174,197,180,1,Semiurban,N
LP007575,Male,No,2,Graduate,No,13007,697,499,240,0,Semiurban,Y
LP007580,Female,Yes,2,Not Graduate,Yes,11726,4358,462,240,0,Semiurban,N
LP007582,Male,Yes,1,Graduate,No,6417,5167,168,180,0,Semiurban,Y
LP007593,Female,No,2,Not Graduate,Yes,14365,2537,334,180,0,Semiurban,Y
LP007627,Male,No,1,Not Graduate,No,9041,3122,224,180,1,Semiurban,N
LP007647,Female,Yes,3+,Graduate,Yes,2236,4002,261,240,1,Urban,Y
LP007651,Female,Yes,3+,Graduate,Yes,8933,1479,238,240,1,Semiurban,N
LP007654,Female,Yes,3+,Graduate,No,18170,903,172,360,1,Urban,N
LP007654,Male,Yes,0,Not Graduate,No,17253,3075,50,360,1,Urban,Y
LP007662,Female,Yes,2,Graduate,Yes,9558,8515,159,180,0,Semiurban,N
LP007662,Female,No,0,Graduate,Yes,19710,9305,75,240,0,Urban,Y
LP007676,Female,No,1,Not Graduate,Yes,6217,5410,58,240,1,Rural,Y
LP007679,Male,No,1,Not Graduate,Yes,8770,4839,322,180,1,Rural,Y
LP007701,Male,No,3+,Graduate,Yes,17920,9949,293,360,0,Rural,Y
LP007706,Female,No,3+,Graduate,Yes,4171,4044,169,240,0,Urban,N
LP007720,Female,No,1,Not Graduate,Yes,16375,2613,167,240,1,Urban,N
LP007728,Male,Yes,0,Graduate,No,14727,3231,271,180,1,Rural,N
LP007732,Male,No,0,Not Graduate,No,3763,4695,156,360,1,Semiurban,N
LP007733,Male,No,2,Graduate,Yes,19447,9729,362,180,1,Semiurban,N
LP007734,Female,No,3+,Not Graduate,No,8751,4574,493,360,1,Rural,Y
LP007737,Female,Yes,2,Not Graduate,Yes,12167,2995,252,240,1,Semiurban,Y
LP007739,Male,Yes,0,Graduate,No,11368,4373,274,180,0,Semiurban,Y
LP007747,Female,Yes,1,Not Graduate,Yes,8718,2531,157,360,0,Semiurban,Y
LP007747,Female,Yes,1,Graduate,Yes,10539,7405,349,360,1,Urban,Y
LP007750,Female,No,3+,Not Graduate,Yes,8315,2521,254,180,0,Urban,N
LP007755,Male,No,0,Graduate,Yes,16903,4015,178,240,1,Semiurban,N
LP007757,Female,Yes,0,Not Graduate,Yes,12369,4724,43,360,1,Semiurban,N
LP007772,Female,No,1,Graduate,No,4109,8841,301,180,0,Rural,N
LP007790,Female,No,3+,Not Graduate,No,1820,3748,496,240,0,Urban,Y
LP007792,Female,No,2,Graduate,No,15868,8138,263,240,1,Semiurban,N
LP007796,Female,Yes,1,Not Graduate,Yes,6439,3446,482,180,0,Rural,Y
LP007797,Female,Yes,1,Graduate,No,11693,5787,180,180,1,Urban,Y
LP007802,Male,No,3+,Not Graduate,Yes,10230,7912,405,180,1,Rural,N
LP007803,Male,No,3+,Not Graduate,Yes,8216,2171,116,360,1,Semiurban,Y
LP007816,Male,Yes,1,Graduate,Yes,16726,1803,52,180,1,Urban,N
LP007829,Male,No,0,Graduate,No,17254,8842,324,360,1,Semiurban,N
LP007833,Male,Yes,1,Graduate,No,2545,1389,76,360,0,Urban,Y
LP007840,Female,Yes,2,Not Graduate,No,2538,137,49,240,0,Urban,N
LP007866,Male,Yes,3+,Graduate,No,14493,3371,457,180,0,Semiurban,Y
LP007881,Male,No,2,Not Graduate,Yes,13483,2991,450,180,1,Semiurban,Y
LP007881,Male,No,1,Not Graduate,No,13442,1960,264,180,1,Rural,Y
LP007886,Male,No,3+,Graduate,Yes,17116,270,103,240,0,Urban,N
LP007897,Female,No,2,Not Graduate,Yes,8229,3817,80,360,0,Urban,Y
LP007915,Male,Yes,3+,Graduate,No,9265,5986,68,360,0,Urban,Y
LP007919,Male,Yes,1,Graduate,No,15410,4589,203,240,0,Rural,Y
LP007926,Male,No,3+,Graduate,Yes,6235,3803,50,240,1,Rural,N
LP007927,Male,No,2,Graduate,No,18459,2915,146,360,1,Rural,Y
LP007932,Male,No,1,Not Graduate,No,2392,114,52,360,0,Urban,Y
LP007935,Male,Yes,2,Not Graduate,Yes,19161,2456,154,240,0,Urban,N
LP007944,Female,No,0,Graduate,No,16918,390,202,180,0,Urban,N
LP007947,Male,No,0,Graduate,Yes,1920,7281,64,360,0,Semiurban,Y
LP007949,Male,Yes,2,Not Graduate,No,2288,5584,480,240,0,Rural,Y
LP007962,Female,No,2,Not Graduate,No,4809,3965,481,360,1,Rural,N
LP007966,Female,No,0,Graduate,Yes,14385,5157,102,240,0,Semiurban,N
LP007968,Male,No,3+,Graduate,Yes,15772,5333,108,360,1,Semiurban,Y
LP007975,Female,Yes,2,Not Graduate,No,2215,2863,500,240,1,Rural,Y
LP007976,Male,No,3+,Not Graduate,Yes,5250,802,426,360,1,Semiurban,Y
LP007978,Male,No,0,Graduate,No,5663,4918,357,360,0,Rural,N
LP007992,Male,No,2,Not Graduate,No,6766,2425,157,180,0,Semiurban,Y
LP007993,Male,No,0,Not Graduate,Yes,2704,701,412,240,1,Rural,Y
LP007995,Male,Yes,1,Not Graduate,Yes,15458,7597,94,240,1,Urban,N
LP008004,Female,Yes,3+,Graduate,Yes,3099,7311,436,240,0,Rural,N
LP008006,Male,Yes,3+,Not Graduate,No,17813,1089,296,360,0,Urban,Y
LP008007,Male,Yes,1,Not Graduate,No,5969,5011,168,180,1,Urban,Y
LP008015,Female,No,0,Graduate,No,16500,7902,248,360,1,Rural,N
LP008020,Female,No,1,Not Graduate,Yes,9056,3464,167,180,0,Semiurban,Y
LP008042,Male,No,3+,Not Graduate,No,3819,7031,439,180,1,Rural,N
LP008079,Female,No,2,Not Graduate,Yes,11122,4615,158,240,1,Rural,Y
LP008079,Male,No,1,Not Graduate,Yes,3303,9817,465,240,0,Urban,N
LP008084,Male,Yes,2,Not Graduate,Yes,8989,2648,329,180,0,Semiurban,Y
LP008085,Male,No,0,Graduate,Yes,6612,1729,110,360,0,Urban,N
LP008089,Male,Yes,2,Graduate,Yes,13245,9390,232,240,0,Semiurban,N
LP008089,Male,Yes,1,Graduate,Yes,6679,6604,468,240,1,Urban,N
LP008093,Female,Yes,1,Graduate,No,15511,8011,203,240,0,Semiurban,N
LP008103,Female,No,1,Not Graduate,No,19318,2846,64,360,1,Urban,Y
LP008111,Female,No,1,Graduate,Yes,4273,2510,96,240,0,Urban,Y
LP008116,Female,No,2,Graduate,Yes,18420,1835,119,180,0,Urban,Y
LP008119,Male,No,0,Graduate,Yes,7668,8902,310,360,1,Urban,Y
LP008126,Female,No,2,Graduate,Yes,14147,9304,33,180,1,Semiurban,Y
LP008127,Female,No,0,Not Graduate,Yes,9297,7081,44,180,1,Rural,N
LP008141,Male,Yes,2,Not Graduate,No,18243,5011,439,180,1,Semiurban,N
LP008147,Female,Yes,3+,Not Graduate,Yes,12249,2278,368,240,1,Urban,N
LP008152,Female,Yes,1,Graduate,No,15508,6391,117,240,1,Rural,N
LP008193,Male,Yes,3+,Not Graduate,No,14641,9981,152,180,0,Urban,Y
LP008200,Male,Yes,1,Not Graduate,No,7565,1954,498,360,0,Semiurban,N
LP008201,Female,Yes,3+,Not Graduate,Yes,13704,3392,54,360,1,Urban,Y
LP008221,Male,No,1,Graduate,Yes,8319,5063,475,180,0,Urban,Y
LP008222,Male,Yes,1,Not Graduate,No,5477,3922,418,180,1,Semiurban,Y
LP008224,Female,No,2,Not Graduate,Yes,11461,2183,424,360,1,Rural,Y
